word,variant,kind,gated,passed,score,min_score,max_score,query_length,length_ratio,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,phase_order_blocked,phase_order_reason,rationale
花,self_recomputed,positive,True,True,100.0,95.0,,53,1.0,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,标准序列剥离基础组后重建 hand-shape/motion/relation，应保持近满分。
花,prefix_moving_entry_25pct,positive,True,True,99.522480055571,70.0,,66,1.2452830188679245,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,动作前有手部移动入场，但完整核心动作仍在。
花,suffix_moving_exit_25pct,positive,True,True,96.72695457534883,70.0,,66,1.2452830188679245,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,动作后有手部移动离场，但完整核心动作仍在。
花,entry_exit_moving_18pct,positive,True,True,98.27648361148479,70.0,,73,1.3773584905660377,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,录制前后都有动态手部污染，核心手语完整。
花,long_prefix_moving_entry_35pct,positive,True,True,99.36068303579881,70.0,,72,1.3584905660377358,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,较长移动入场，验证 action-window 能聚焦真实核心。
花,moving_entry_only_35pct_negative,negative,True,True,21.27095343294957,,45.0,19,0.3584905660377358,full_sequence_with_action_window_diagnostics,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,False,passed,只有移动入场，没有完整手语核心，不能当作目标通过。
花,strong_entry_exit_45pct_diagnostic,diagnostic,False,True,96.95399080092069,,,101,1.9056603773584906,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,False,passed,更长且更大幅的动态入场/退场，只记录诊断边界。
花,moving_exit_only_35pct_diagnostic,diagnostic,False,True,21.9591882084486,,,19,0.3584905660377358,full_sequence_with_action_window_diagnostics,semantic_mismatch,flower_opening_guard_failed,short_visible_core,query_not_short_core_capture,False,passed,只有移动离场可能保留结束姿态，不作为负向硬门，仅记录边界。
跳,self_recomputed,positive,True,True,100.0,95.0,,19,1.0,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,标准序列剥离基础组后重建 hand-shape/motion/relation，应保持近满分。
跳,prefix_moving_entry_25pct,positive,True,True,99.99999999967069,70.0,,24,1.263157894736842,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,动作前有手部移动入场，但完整核心动作仍在。
跳,suffix_moving_exit_25pct,positive,True,True,99.9992109408819,70.0,,24,1.263157894736842,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,动作后有手部移动离场，但完整核心动作仍在。
跳,entry_exit_moving_18pct,positive,True,True,99.99793514718722,70.0,,25,1.3157894736842106,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,录制前后都有动态手部污染，核心手语完整。
跳,long_prefix_moving_entry_35pct,positive,True,True,99.99999999947805,70.0,,26,1.368421052631579,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,较长移动入场，验证 action-window 能聚焦真实核心。
跳,moving_entry_only_35pct_negative,negative,True,True,0.01583846311831542,,45.0,7,0.3684210526315789,semantic_action_window,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,False,passed,只有移动入场，没有完整手语核心，不能当作目标通过。
跳,strong_entry_exit_45pct_diagnostic,diagnostic,False,True,98.0520508365348,,,37,1.9473684210526316,semantic_action_window,score_valid,score_valid,action_window_net,used,False,passed,更长且更大幅的动态入场/退场，只记录诊断边界。
跳,moving_exit_only_35pct_diagnostic,diagnostic,False,True,4.283660366767239,,,7,0.3684210526315789,semantic_action_window,semantic_mismatch,phase_order_disorder,action_window_net,weak_same_direction_vertical_jump,True,phase_order_disorder,只有移动离场可能保留结束姿态，不作为负向硬门，仅记录边界。
