word,variant,kind,passed,score,min_score,max_score,query_length,length_ratio,alignment_policy,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,prefix_hold_25pct,positive,True,99.522480055571,70.0,,66,1.2452830188679245,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,score_valid,short_visible_core,query_not_short_core_capture,动作前有准备静止帧，但完整动作仍在。
花,suffix_hold_25pct,positive,True,97.86201597273582,70.0,,66,1.2452830188679245,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,score_valid,short_visible_core,query_not_short_core_capture,动作后有结束静止帧，但完整动作仍在。
花,both_hold_20pct,positive,True,98.5696184248994,70.0,,75,1.4150943396226414,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,score_valid,short_visible_core,query_not_short_core_capture,采集窗口前后都有静止帧，但核心动作完整。
花,prefix_hold_50pct,positive,True,98.55621541773196,65.0,,79,1.490566037735849,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,score_valid,short_visible_core,query_not_short_core_capture,较长准备静止帧，仍应主要由核心动作决定。
花,slow_repeat_each_2x,positive,True,99.5876302742158,70.0,,106,2.0,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,score_valid,short_visible_core,query_not_short_core_capture,动作速度变慢但语义相位完整。
花,static_hold_start,negative,True,1.1559095878719308,,45.0,53,1.0,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,只有起始静止姿态，缺少动作语义。
花,static_hold_mid,negative,True,1.4603590369052721,,45.0,53,1.0,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",semantic_mismatch,flower_opening_guard_failed,short_visible_core,query_not_short_core_capture,只有中间静止姿态，缺少起止动态。
花,static_hold_end,negative,True,1.3870414948933603,,45.0,53,1.0,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",semantic_mismatch,flower_opening_guard_failed,short_visible_core,query_not_short_core_capture,只有结束静止姿态，缺少完整动作过程。
跳,prefix_hold_25pct,positive,True,99.99999999967069,70.0,,24,1.263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,动作前有准备静止帧，但完整动作仍在。
跳,suffix_hold_25pct,positive,True,99.99928469311148,70.0,,24,1.263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,动作后有结束静止帧，但完整动作仍在。
跳,both_hold_20pct,positive,True,99.99928468749853,70.0,,27,1.4210526315789473,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,采集窗口前后都有静止帧，但核心动作完整。
跳,prefix_hold_50pct,positive,True,99.99999999799134,65.0,,29,1.5263157894736843,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,较长准备静止帧，仍应主要由核心动作决定。
跳,slow_repeat_each_2x,positive,True,79.12441289536835,70.0,,38,2.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,动作速度变慢但语义相位完整。
跳,static_hold_start,negative,True,0.21147760383410816,,45.0,19,1.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,只有起始静止姿态，缺少动作语义。
跳,static_hold_mid,negative,True,31.41784198959613,,45.0,19,1.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",semantic_mismatch,weak_relation_delta,action_window_net,weak_relation_delta,只有中间静止姿态，缺少起止动态。
跳,static_hold_end,negative,True,21.720791525026254,,45.0,19,1.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",semantic_mismatch,weak_relation_delta,action_window_net,weak_relation_delta,只有结束静止姿态，缺少完整动作过程。
