case_id,case_type,expected,query_length,prototype_score,dtw_distance,normalized_distance
self,target_positive_variant,high,32,100.0,0.0,0.0
subsample_even,target_positive_variant,high,16,78.57802155481072,0.024172370079223664,0.028929377956752333
trim_start_20pct,target_positive_variant,high,26,51.899842276219,0.0006923076923076923,0.07870253217776636
trim_end_20pct,target_positive_variant,high,26,86.3117015562491,0.0006923076923076923,0.017664600657224895
trim_both_10pct,target_positive_variant,high,26,57.81929489353498,0.001111072323604801,0.0657417173194039
amplitude_0.85,target_positive_variant,high,32,94.45383885760769,0.00016294748113876643,0.0068470738235716635
amplitude_1.15,target_positive_variant,high,32,95.20372415680835,0.00014043335120795684,0.005898135079404734
fake_reverse_time,synthetic_fake_action,low,32,21.148354905066633,0.08026879323367371,0.18643296789448258
fake_shuffle_frames,synthetic_fake_action,low,32,9.690222390351005,0.0610514630565073,0.28008633718177867
fake_static_hold,synthetic_fake_action,low,32,2.80830154116864,0.046522533532668144,0.42871083829607654
fake_random_landmarks,synthetic_fake_action,low,32,0.009743275409179707,0.5460191847055504,1.1083617743443979
fake_random_walk,synthetic_fake_action,low,32,0.0387450814647374,0.5207272533504728,0.9427105976603304
other_demo_唱歌,other_demo_action,low,27,9.466184070637967,0.195060056385103,0.2828933171090666
other_demo_指示,other_demo_action,low,30,5.586220242411206,0.23345982506769938,0.3461840750005709
other_demo_月亮,other_demo_action,low,47,11.711819514917073,0.15648811786322303,0.25734859669895205
other_demo_朋友,other_demo_action,low,28,27.695652664938546,0.10160329292327949,0.1540673674338891
other_demo_汽车,other_demo_action,low,44,15.062395978291338,0.14543297004987712,0.2271562656919942
other_demo_花,other_demo_action,low,53,30.675513046975034,0.09119513290929794,0.1418046564339866
other_demo_虎,other_demo_action,low,54,14.693941704861716,0.1692339890909178,0.2301281887287404
other_demo_跳,other_demo_action,low,19,18.569310983268412,0.14898785258954492,0.2020391898080286
other_demo_香蕉,other_demo_action,low,42,13.970702841553056,0.18728545008010578,0.2361849243849459
