word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,self,positive,True,True,100.0,95.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,同一骨架重算基线。
花,both_hands_uniform_scale_0.75,positive,True,True,81.14103199653871,70.0,0.02867010108811836,0.030302304388466025,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部大小缩小到 75%，并重算 hand-shape。
花,both_hands_uniform_scale_1.30,positive,True,True,80.97027639439742,70.0,0.028697199594459103,0.030607768229490774,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,双手局部大小放大到 130%，并重算 hand-shape。
花,both_hands_aspect_x1.15_y0.90,positive,True,True,80.98422273667308,70.0,0.028691820774642784,0.03058279554091691,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,轻微横向拉宽/纵向压缩，模拟手掌角度或透视变化。
花,both_hands_aspect_x0.90_y1.15,positive,True,True,80.69113921195445,70.0,0.02870433776622137,0.03110850529809378,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,轻微横向压缩/纵向拉长，模拟手掌角度或透视变化。
花,right_hand_aspect_x1.20_y0.85,positive,True,True,80.83574943348259,70.0,0.028699129499322715,0.030848876849857515,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手核心手形轻微透视变化。
花,right_hand_aspect_x0.85_y1.20,positive,True,True,80.33895935168508,70.0,0.028716934191925152,0.03174274897817438,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,右手核心手形轻微反向透视变化。
花,left_hand_uniform_scale_0.80,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,左手局部大小略小；对跳的地面手和花的非核心手都不应破坏评分。
花,left_hand_uniform_scale_1.25,positive,True,True,100.0,70.0,0.0,0.0,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,左手局部大小略大；对跳的地面手和花的非核心手都不应破坏评分。
花,both_hands_uniform_scale_0.55_diagnostic,diagnostic,False,True,80.95916331844697,,0.028666022865183348,0.030627670676114466,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,极端手部缩小，只记录诊断边界。
